Category,Country Name,Country Code,1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Region,Arab World,ARB,3.747161241,3.457446809,3.616775683,3.770681031,4.621264767,6.130931763,6.048109966,6.693043192,7.036766496,9.349593496,9.75376524,9.801577815,9.902309059,11.91967178,11.32850242,14.87204249,17.3693086,17.79340184,18.77984085,19.27561399,18.88402121,19.06077348,17.56653992,17.81901373
Region,Central Europe and the Baltics,CEB,11.48243359,10.96829477,11.48243359,12.96008294,15.56683587,16.11675127,16.26751017,17.14164185,16.72340426,17.09910676,16.84389621,16.81528662,17.07006369,17.02760085,18.4333759,19.26718814,19.21020156,19.70509383,20.11648746,19.89247312,22.30448866,22.72096252,23.69273484,24.80333179
Region,East Asia & Pacific,EAS,..,16.04683196,16.84560714,16.35759756,16.55372701,17.21675872,16.06960082,16.62534256,16.90890215,17.28579176,17.75023078,17.9584866,18.33398718,17.76942356,17.69867754,17.85670394,18.82742549,18.59551274,19.28737413,19.42618807,19.81060606,20.23570712,20.50381494,20.86924851
Region,Euro area,EMU,16.86884871,17.02906844,18.28188562,19.3314633,19.12943872,19.08230153,20.69045953,21.70504655,22.16014898,23.03944316,24.65213358,24.9594438,25.46253469,25.32377428,26.04672681,27.42420736,29.96539792,30.11075219,30.19607843,30.32123873,31.21308496,31.97000682,33.37119491,33.74205268
Region,Europe & Central Asia,ECS,14.5112782,15.15962721,16.05557297,16.56228253,16.53758972,18.33526743,17.76365706,18.81245755,19.16161998,19.53296703,21.00993528,21.34883292,21.89462189,21.99346998,22.70417423,23.75078779,24.79762547,25.34849596,25.74311927,26.00587911,27.38478521,27.9538377,29.45594431,30.15480443
Income,Heavily indebted poor countries (HIPC),HPC,8.939566705,9.340300457,9.119345525,..,11.91574724,13.51529826,13.52134441,14.05745368,16.89596537,17.11205588,17.63447433,17.59216052,17.7140255,18.31363278,20.35370773,21.49832164,22.10526316,22.15019763,23.84955752,24.02894698,24.30931359,24.05026723,24.12261217,25.46324892
Income,High income,HIC,15.80996885,15.89738607,16.87431476,..,17.77286876,18.41631674,18.9175964,19.45200155,20.05319654,20.55365946,21.35500331,21.56881254,22.08588957,22.18133786,22.75777337,23.27303402,24.68650571,25.21946565,25.80184639,25.84814216,27.1453254,27.79301864,28.97125567,29.64434355
Region,Latin America & Caribbean,LCN,13.13213703,15.35487434,14.33519851,15.15742547,14.37483049,16.11816533,18.4690158,19.00946832,20.20863658,20.34060926,21.10685194,22.16112838,22.70128633,23.00606061,23.03464755,24.48589192,25.75128268,27.46077033,27.90110999,28.80113502,29.74051896,31.196083,31.66977612,32.93384468
Income,Low & middle income,LMY,9.46642812,11.747851,11.86290442,12.07740624,12.4813482,13.75112309,13.55275483,14.43628234,15.04441576,15.54153602,16.47374792,17.20490394,17.83432474,17.9906117,18.70542664,19.79749724,20.62550952,21.01971748,21.71610169,22.06821148,22.2904675,22.71129885,23.02416376,23.53776768
Income,Low income,LIC,10.35846724,9.953810624,..,12.2057753,12.32310037,13.46383385,12.82450675,14.31879583,16.46351931,16.7522245,16.96351375,16.96948315,16.55504036,17.75368457,19.13102055,19.46832219,19.96358219,19.19174248,21.31174089,21.50624899,21.67077682,21.50279776,21.57825802,22.65410959
Income,Lower middle income,LMC,7.489597781,8.30760595,8.744577007,8.292131657,9.287496535,10.90670171,10.75734519,11.1371081,12.40056153,12.66512167,13.93910561,15.58514209,16.45054945,16.13428944,16.64278403,18.47397885,19.21626871,20.71264847,21.04046243,21.06853856,20.80102091,20.61320284,20.93765586,21.43356294
Region,Middle East & North Africa,MEA,4,3.604216253,4.173678896,4.207011686,4.343468092,5.896069287,5.876358696,6.591957811,6.171548117,8.057742782,8.352910467,8.300704777,8.780991736,10.42606516,10.05291005,13.14699793,15.93601896,16.0878599,16.38468388,17.08504098,16.30213632,16.67937961,16.36363636,16.61188369
Income,Middle income,MIC,9.225215589,12.18780087,12.36721391,12.04723062,12.5212994,13.817719,13.69563003,14.46692842,14.64151679,15.1985262,16.33660969,17.26820014,18.18224277,18.05542682,18.58888633,19.89249782,20.81642397,21.50642817,21.83387576,22.22422495,22.47318669,23.05621464,23.41979125,23.76898607
Region,North America,NAC,15.35326087,15.35326087,16.30434783,..,16.71195652,16.57608696,16.84782609,17.49663526,17.63122476,18.16958277,18.64864865,19.11170929,18.97711978,18.97711978,20.10796221,20.75471698,20.67567568,21.69811321,22.27979275,22.17898833,22.36671001,25,25.87776333,25.87776333
Income,OECD members,OED,16.00236197,16.32326465,17.27837946,18.0409042,17.71919068,19.14414414,19.41844254,20.00202655,20.61743101,21.00099108,22.15503569,22.30700624,23.00990099,23.07996833,23.88118812,24.95049505,26.09555841,26.75332527,27.81184039,27.93481541,28.83584505,29.78596908,30.71817732,31.10626487
Region,South Asia,SAS,5.755813953,6.05355064,7.010309278,8.444096951,8.122362869,9.090909091,9.201101928,9.015942826,13.27643433,12.8436019,14.2629058,18.44244758,20.04950495,20.04950495,20.33758748,20.33758748,15.74889868,19.23872569,19.31911403,19.39194741,19.3999178,17.10455764,18.95734597,18.92147588
Region,Sub-Saharan Africa,SSF,10.20689655,10.91954023,..,11.58536585,12.2828406,13.4667115,13.70883624,14.73546702,16.23701424,16.63920923,17.30646601,17.80084583,18.46405229,18.73716632,20.53516632,21.37580235,22.45702006,22.1580435,23.63699103,23.81006865,24.01693216,24.07428,24.07811603,24.75779153
Income,Upper middle income,UMC,..,14.81340803,15.27415144,14.59050899,14.64614264,15.93537903,15.95888558,16.9817989,16.24195839,17.0209219,17.98285014,18.50662715,19.46226952,19.48440278,20.18464121,21.02136787,21.9652231,22.14827296,22.47989047,23.21742773,23.91469916,25.11131647,25.44316149,25.67062266
World,World,WLD,11.69217106,13.07082223,13.52010547,13.90443953,14.09070087,15.19744591,15.17920722,15.89700057,16.47454501,16.96966423,17.8692023,18.44275463,19.02508657,19.15703782,19.82776673,20.7552043,21.77744744,22.18829652,22.84929916,23.09136742,23.59033667,24.09787827,24.63660369,25.20461646
Country,Afghanistan,AFG,..,..,..,..,..,..,..,..,27.30923695,27.30923695,27.68595041,27.68595041,27.30923695,27.71084337,27.71084337,27.71084337,27.71084337,27.71084337,27.71084337,27.71084337,27.71084337,..,27.86885246,27.01612903
Country,Albania,ALB,..,..,5.161290323,5.161290323,5.714285714,5.714285714,5.714285714,6.428571429,7.142857143,7.142857143,7.142857143,7.142857143,16.42857143,16.42857143,15.71428571,15.71428571,17.85714286,20,20.71428571,22.85714286,27.85714286,27.85714286,29.50819672,29.50819672
Country,Algeria,DZA,3.157894737,3.157894737,3.157894737,3.421052632,3.421052632,6.16966581,6.16966581,6.16966581,6.16966581,6.16966581,7.712082262,7.712082262,7.712082262,7.712082262,7.969151671,31.6017316,31.6017316,31.6017316,31.6017316,31.6017316,25.75757576,25.75757576,25.75757576,25.75757576
Country,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Country,Andorra,AND,7.142857143,7.142857143,7.142857143,7.142857143,14.28571429,14.28571429,14.28571429,14.28571429,28.57142857,28.57142857,28.57142857,25,35.71428571,35.71428571,50,50,50,50,39.28571429,32.14285714,32.14285714,32.14285714,46.42857143,46.42857143
Country,Angola,AGO,9.545454545,15.45454545,15.45454545,15.45454545,15.45454545,15.45454545,15.45454545,15,15,15,15,37.27272727,38.63636364,38.63636364,38.18181818,34.09090909,34.09090909,36.81818182,36.81818182,36.81818182,30.45454545,30.45454545,30,30
Country,Antigua and Barbuda,ATG,5.263157895,5.263157895,..,5.263157895,5.263157895,5.263157895,5.263157895,10.52631579,10.52631579,10.52631579,10.52631579,10.52631579,10.52631579,10.52631579,10.52631579,10.52631579,10.52631579,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111
Country,Argentina,ARG,27.62645914,27.62645914,..,26.45914397,..,30.73929961,30.73929961,33.7254902,36.18677043,35.01945525,40,40,38.52140078,38.52140078,37.3540856,37.3540856,36.57587549,36.57587549,..,35.79766537,38.13229572,38.91050584,40.15748031,40.85603113
Country,Armenia,ARM,6.315789474,6.315789474,3.053435115,3.053435115,3.053435115,3.053435115,4.580152672,5.34351145,5.34351145,5.34351145,9.160305344,8.396946565,9.160305344,9.160305344,8.396946565,10.6870229,10.6870229,10.6870229,10.6870229,10.6870229,18.0952381,18.0952381,23.48484848,23.48484848
Country,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Country,Australia,AUS,15.54054054,15.54054054,22.44897959,22.97297297,..,25.33333333,25.33333333,24.66666667,24.66666667,24.66666667,26.66666667,26.66666667,27.33333333,24.66666667,24.66666667,24.66666667,26,26,26.66666667,28.66666667,28.66666667,28.66666667,30.46357616,30.46357616
Country,Austria,AUT,26.2295082,26.2295082,..,26.77595628,26.77595628,..,33.87978142,33.87978142,33.87978142,32.24043716,32.78688525,27.32240437,27.86885246,27.86885246,27.86885246,27.86885246,33.33333333,32.24043716,30.6010929,30.6010929,34.42622951,34.42622951,39.3442623,39.3442623
Country,Azerbaijan,AZE,12,12,12,..,10.48387097,10.48387097,10.48387097,10.48387097,13.04347826,11.29032258,11.38211382,11.38211382,11.38211382,16,16,16,15.57377049,15.57377049,16.93548387,16.8,16.8,16.8,16.80672269,17.3553719
Country,"Bahamas, The",BHS,15,15,15,15,15,..,20,20,20,20,12.19512195,12.19512195,12.19512195,12.19512195,12.19512195,13.15789474,13.15789474,13.15789474,13.15789474,13.15789474,12.82051282,12.82051282,12.82051282,12.82051282
Country,Bahrain,BHR,..,..,..,..,..,..,0,0,0,2.5,2.5,2.5,2.5,2.5,10,10,10,7.5,7.5,7.5,7.5,15,15,15
Country,Bangladesh,BGD,9.090909091,9.090909091,9.090909091,9.090909091,..,2,2,2,14.7826087,15.07246377,..,6.333333333,18.55072464,18.55072464,19.71428571,19.71428571,19.71428571,19.82758621,20,20,20.28571429,20.28571429,20.63037249,20.91690544
Country,Barbados,BRB,10.71428571,10.71428571,10.71428571,10.71428571,10.71428571,10.71428571,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,10,10,10,10,10,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,20,20,20
Country,Belarus,BLR,..,..,..,..,10.30927835,10.30927835,10.30927835,29.35779817,29.09090909,29.09090909,29.09090909,31.81818182,31.81818182,31.81818182,31.81818182,26.60550459,26.60550459,26.60550459,27.27272727,34.54545455,34.54545455,34.54545455,40,40
Country,Belgium,BEL,12.66666667,12.66666667,23.33333333,23.33333333,23.33333333,23.33333333,35.33333333,34.66666667,34.66666667,34.66666667,35.33333333,35.33333333,38,39.33333333,38,38,38,39.33333333,39.33333333,39.33333333,38,38,42,40.66666667
Country,Belize,BLZ,3.448275862,3.448275862,6.896551724,6.896551724,6.896551724,6.896551724,3.333333333,6.666666667,6.666666667,6.666666667,3.333333333,0,0,0,0,3.125,3.125,3.125,3.125,3.125,9.375,9.375,9.375,9.375
Country,Benin,BEN,7.228915663,7.228915663,6.024096386,6.024096386,6.024096386,6.024096386,6.024096386,7.228915663,7.228915663,7.228915663,10.84337349,10.84337349,10.84337349,10.84337349,8.43373494,8.43373494,8.43373494,8.43373494,7.228915663,7.228915663,7.228915663,7.228915663,7.228915663,7.228915663
Country,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Country,Bhutan,BTN,2,2,2,9.333333333,9.333333333,9.333333333,9.333333333,9.210526316,9.333333333,2.666666667,2.666666667,8.510638298,8.510638298,8.510638298,8.510638298,8.510638298,6.382978723,8.510638298,8.510638298,8.510638298,8.510638298,14.89361702,14.89361702,14.89361702
Country,Bolivia,BOL,11.53846154,11.53846154,11.53846154,11.53846154,11.53846154,18.46153846,18.46153846,19.23076923,16.92307692,16.92307692,16.92307692,16.92307692,22.30769231,25.38461538,25.38461538,25.38461538,25.38461538,53.07692308,53.07692308,53.07692308,53.07692308,53.07692308,53.07692308,53.07692308
Country,Bosnia and Herzegovina,BIH,..,..,..,..,7.142857143,..,16.66666667,16.66666667,16.66666667,14.28571429,11.9047619,11.9047619,19.04761905,16.66666667,21.42857143,21.42857143,21.42857143,21.42857143,21.42857143,21.42857143,21.42857143,21.42857143,21.42857143,21.42857143
Country,Botswana,BWA,8.510638298,8.510638298,..,17.0212766,17.0212766,17.0212766,17.0212766,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,7.936507937,7.936507937,7.936507937,7.936507937,7.936507937,9.523809524,9.523809524,9.523809524,9.523809524,9.523809524,10.76923077,10.76923077
Country,Brazil,BRA,6.627680312,6.627680312,5.653021442,5.653021442,6.822612086,6.237816764,8.576998051,8.576998051,8.576998051,8.771929825,8.966861598,8.966861598,8.771929825,8.576998051,8.576998051,8.576998051,8.576998051,9.941520468,9.941520468,9.941520468,10.72124756,15.00974659,15.00974659,14.61988304
Country,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Country,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.451612903,9.090909091,9.090909091,9.090909091,9.090909091
Country,Bulgaria,BGR,10.83333333,10.83333333,10.83333333,10.83333333,26.25,26.25,26.25,26.25,22.08333333,22.08333333,21.66666667,21.66666667,20.83333333,20.83333333,20.83333333,22.91666667,24.58333333,20,20.41666667,20.41666667,23.75,23.75,25.83333333,26.66666667
Country,Burkina Faso,BFA,9.009009009,8.108108108,8.108108108,8.108108108,8.108108108,11.71171171,11.71171171,11.71171171,11.71171171,11.71171171,15.31531532,15.31531532,15.31531532,15.31531532,15.31531532,15.7480315,15.7480315,..,9.448818898,9.448818898,11.02362205,11.02362205,13.38582677,13.38582677
Country,Burundi,BDI,..,11.86440678,5.982905983,14.40677966,14.40677966,18.43575419,18.43575419,18.43575419,30.50847458,30.50847458,30.50847458,30.50847458,31.3559322,32.0754717,30.47619048,30.47619048,30.47619048,30.47619048,36.36363636,36.36363636,36.36363636,36.36363636,36.36363636,38.21138211
Country,Cabo Verde,CPV,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,11.11111111,15.27777778,18.05555556,18.05555556,18.05555556,18.05555556,20.83333333,20.83333333,20.83333333,20.83333333,20.83333333,23.61111111,23.61111111,23.61111111,23.61111111,25
Country,Cambodia,KHM,5.833333333,5.833333333,8.196721311,7.37704918,7.37704918,7.37704918,9.756097561,9.756097561,9.756097561,9.756097561,19.51219512,16.2601626,21.13821138,21.13821138,20.32520325,20.32520325,20.32520325,20.32520325,20.32520325,20.32520325,20.32520325,20,20,20
Country,Cameroon,CMR,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,13.88888889,13.88888889,13.88888889,13.88888889,13.88888889,13.88888889,31.11111111,31.11111111,31.11111111,31.11111111,31.11111111,31.11111111,31.11111111,33.88888889
Country,Canada,CAN,20.59800664,20.59800664,20.59800664,..,20.59800664,20.59800664,20.59800664,21.1038961,21.1038961,20.77922078,21.31147541,22.07792208,22.07792208,22.07792208,24.75570033,24.67532468,24.67532468,25.08143322,26.03550296,26.03550296,26.26865672,26.94610778,28.99408284,28.99408284
Country,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Country,Central African Republic,CAF,3.529411765,3.529411765,7.339449541,7.339449541,7.339449541,7.339449541,..,..,10.47619048,10.47619048,10.47619048,10.47619048,9.615384615,9.615384615,12.5,12.5,..,..,..,7.194244604,8.571428571,8.571428571,8.571428571,8.571428571
Country,Chad,TCD,2.4,2.4,2.4,2.4,2.4,..,5.806451613,6.451612903,6.451612903,6.451612903,5.161290323,5.161290323,5.161290323,5.161290323,12.76595745,14.89361702,14.89361702,14.89361702,14.89361702,14.89361702,12.76595745,15.25423729,14.88095238,15.43209877
Country,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Country,Chile,CHL,7.5,10.83333333,10.83333333,10.83333333,10.83333333,12.5,12.5,12.5,15,15,15,15,14.16666667,14.16666667,14.16666667,14.16666667,15.83333333,15.83333333,15.83333333,15.83333333,..,22.58064516,22.58064516,22.58064516
Country,China,CHN,..,21.81940248,21.81940248,21.78284182,21.78284182,21.78284182,20.23450586,20.23450586,20.26845638,20.26845638,20.62099224,21.32574489,21.32574489,21.32574489,21.32303559,21.32303559,23.40140609,23.40140609,23.62284556,23.62284556,24.24760602,24.89932886,24.94117647,24.94117647
Country,Colombia,COL,11.65644172,..,11.80124224,11.80124224,11.80124224,12.04819277,12.04819277,12.04819277,12.12121212,8.43373494,8.43373494,8.43373494,8.43373494,12.65060241,12.12121212,12.12121212,12.12121212,19.87951807,19.87951807,19.87951807,18.6746988,18.12865497,18.71345029,18.34319527
Country,Comoros,COM,0,0,..,..,..,..,..,3.03030303,3.03030303,3.03030303,3.03030303,3.03030303,0,3.03030303,3.03030303,3.03030303,3.03030303,3.03030303,3.03030303,3.03030303,6.060606061,6.060606061,6.060606061,16.66666667
Country,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,12,12,8.4,8.4,8.4,8.4,8.4,..,8.943089431,8.943089431,10.64257028,8.943089431,8.943089431,8.943089431,8.943089431,10,12.8
Country,"Congo, Rep.",COG,..,12,12,12,12,..,8.527131783,8.527131783,8.527131783,8.527131783,7.299270073,7.299270073,7.299270073,7.299270073,7.299270073,7.352941176,7.352941176,7.352941176,7.352941176,7.352941176,11.25827815,11.25827815,11.25827815,11.25827815
Country,Costa Rica,CRI,15.78947368,19.29824561,19.29824561,19.29824561,19.29824561,35.0877193,35.0877193,35.0877193,35.0877193,38.59649123,36.84210526,36.84210526,36.84210526,38.59649123,38.59649123,38.59649123,38.59649123,33.33333333,33.33333333,33.33333333,35.0877193,45.61403509,45.61403509,45.61403509
Country,Cote d'Ivoire,CIV,8,8,8,..,8.520179372,8.520179372,8.520179372,8.520179372,8.520179372,8.520179372,8.866995074,8.866995074,8.866995074,8.866995074,11.02362205,10.44176707,10.44176707,9.448818898,9.163346614,9.163346614,10.58823529,10.58823529,10.98039216,11.37254902
Country,Croatia,HRV,7.874015748,7.874015748,7.874015748,20.52980132,20.52980132,20.52980132,..,21.71052632,21.71052632,21.71052632,20.91503268,20.91503268,23.52941176,23.52941176,23.8410596,23.8410596,23.8410596,23.8410596,15.23178808,12.58278146,18.54304636,18.54304636,20.52980132,31.12582781
Country,Cuba,CUB,22.75042445,27.62063228,27.62063228,27.62063228,27.62063228,27.62063228,35.96059113,35.96059113,35.96059113,35.96059113,35.96059113,43.15960912,43.15960912,43.15960912,45.221843,45.221843,48.85620915,48.85620915,48.85620915,48.85620915,48.85620915,53.2231405,53.2231405,53.2231405
Country,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Country,Cyprus,CYP,5.357142857,5.357142857,5.357142857,7.142857143,10.71428571,10.71428571,10.71428571,16.07142857,16.07142857,14.28571429,14.28571429,14.28571429,12.5,12.5,10.71428571,10.71428571,10.71428571,12.5,12.5,17.85714286,17.85714286,17.85714286,17.85714286,19.64285714
Country,Czech Republic,CZE,15,15,15,15,15,17,17,17,17,15.5,15.5,15.5,15.5,22,22,22,19.5,19.5,20,20,22,22,22.5,22.5
